Site.no,PCTID,PCTAssignmentCategory,ElevationInMeters,annualRainfallInMillimeters,annualMeanTemperatureInCelsius,CharacteristicSpeciesComparisonSet
NUNEW097,3574,Secondary,86.1,1408.9,18.21,Dry Sclerophyll Forests (Shrubby sub-formation)
NUNEW165,3574,Primary,96.85,1387.26,17.88,Dry Sclerophyll Forests (Shrubby sub-formation)
KMP07P5C,3574,Primary,34.07,1230.34,18.26,Dry Sclerophyll Forests (Shrubby sub-formation)
BDH03J3S,3574,Primary,19.66,1339.29,18.81,Dry Sclerophyll Forests (Shrubby sub-formation)
PLL21J4U,3574,Secondary,30,1100.34,18.55,Dry Sclerophyll Forests (Shrubby sub-formation)
TCB29J5M,3574,Primary,29.26,1176.55,18.63,Dry Sclerophyll Forests (Shrubby sub-formation)
MORORO05,3574,Primary,36.98,1329.16,18.45,Dry Sclerophyll Forests (Shrubby sub-formation)
NORTON23,3574,Primary,33.58,1275.6,18.01,Dry Sclerophyll Forests (Shrubby sub-formation)
NORTON46,3574,Primary,41.17,1292.15,17.91,Dry Sclerophyll Forests (Shrubby sub-formation)
GILBCORRD07,3574,Primary,18.18,1418.35,18.03,Dry Sclerophyll Forests (Shrubby sub-formation)
MAR-009,3574,Primary,36.05,1351.64,17.85,Dry Sclerophyll Forests (Shrubby sub-formation)
MAR-022,3574,Primary,36.3,1349.95,17.84,Dry Sclerophyll Forests (Shrubby sub-formation)
NCPP0123,3574,Primary,54.46,1250.78,18.51,Dry Sclerophyll Forests (Shrubby sub-formation)
NCPP0216,3574,Primary,26.1,1342.19,18.55,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1009,3574,Primary,34.92,1396,18.9,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1010,3574,Primary,32.66,1395.64,18.91,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1066,3574,Primary,98.2,1308.76,18.07,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1067,3574,Primary,31.61,1294.22,18.55,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1072,3574,Primary,81.84,1311.73,18.29,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1073,3574,Primary,57.5,1275.11,18.33,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1074,3574,Primary,61.58,1287.8,18.29,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1077,3574,Primary,89.29,1388.34,18.39,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1084,3574,Primary,56.71,1384.4,18.62,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1127,3574,Primary,43.67,1369.04,18.76,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1329,3574,Primary,50.56,1272.44,18.56,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF4010,3574,Primary,32.46,1311.13,17.83,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF7004,3574,Primary,35.11,1354.56,18.6,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF7005,3574,Primary,34.33,1376.92,18.66,Dry Sclerophyll Forests (Shrubby sub-formation)
REV25-02,3574,Primary,63.47,1257.92,18.51,Dry Sclerophyll Forests (Shrubby sub-formation)
REV25-06,3574,Primary,76.33,1270.94,18.43,Dry Sclerophyll Forests (Shrubby sub-formation)
REV25-11,3574,Primary,36.14,1413.21,18.79,Dry Sclerophyll Forests (Shrubby sub-formation)
REV25-12,3574,Primary,46.66,1404.41,18.64,Dry Sclerophyll Forests (Shrubby sub-formation)
PIL30,3574,Primary,69.15,1277.57,18.47,Dry Sclerophyll Forests (Shrubby sub-formation)
TUC22,3574,Primary,53.1,1326.48,18.48,Dry Sclerophyll Forests (Shrubby sub-formation)
TUC25,3574,Primary,97.03,1318.39,18.13,Dry Sclerophyll Forests (Shrubby sub-formation)
GBB08J7F,3574,Primary,56.41,1387.13,18.66,Dry Sclerophyll Forests (Shrubby sub-formation)
RRK03F8L,3574,Primary,57.54,1450.78,17.82,Dry Sclerophyll Forests (Shrubby sub-formation)
RRK05F2S,3574,Primary,43.19,1378.22,18.43,Dry Sclerophyll Forests (Shrubby sub-formation)
RRK06F5S,3574,Primary,26.09,1394.16,18.7,Dry Sclerophyll Forests (Shrubby sub-formation)
RRK08F6S,3574,Primary,45.59,1378.49,18.44,Dry Sclerophyll Forests (Shrubby sub-formation)
TAB14J5F,3574,Primary,28.69,1440.97,18.82,Dry Sclerophyll Forests (Shrubby sub-formation)
TCB04F8S,3574,Primary,37.95,1297.95,18.51,Dry Sclerophyll Forests (Shrubby sub-formation)
TCB10J8L,3574,Primary,23.33,1206.72,18.63,Dry Sclerophyll Forests (Shrubby sub-formation)
WLG03F3S,3574,Primary,10.32,1504.87,18.62,Dry Sclerophyll Forests (Shrubby sub-formation)
YUR151,3574,Primary,40.99,1426.29,18.73,Dry Sclerophyll Forests (Shrubby sub-formation)
YUR188,3574,Primary,36.84,1265.11,18.59,Dry Sclerophyll Forests (Shrubby sub-formation)
CUYAB006,3575,Primary,605.92,1167.7,15.88,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCBK12,3575,Secondary,687.78,1392.16,14.69,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCCC1,3575,Primary,507.52,1023.17,16.77,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCCC2,3575,Primary,592.39,1022.65,16.8,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCCC3,3575,Primary,692.84,1034.36,16.71,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCCC4,3575,Primary,634.07,1026.34,16.78,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCCC5,3575,Primary,699.69,1052.88,16.58,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCCC6,3575,Primary,655.06,1027.54,16.78,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCCC7,3575,Primary,620.92,1030.64,16.73,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCGM1,3575,Secondary,472.25,1449.79,14.81,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCSO1,3575,Primary,522.43,1082.98,16.37,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCSO12,3575,Primary,587.88,1292.04,15.09,Dry Sclerophyll Forests (Shrubby sub-formation)
NUWAY011,3576,Primary,235.04,1630.47,17.11,Dry Sclerophyll Forests (Shrubby sub-formation)
YBNP15,3576,Primary,291.86,1640.84,16.87,Dry Sclerophyll Forests (Shrubby sub-formation)
YBNP32,3576,Primary,200.93,1535.11,17.49,Dry Sclerophyll Forests (Shrubby sub-formation)
YBNP33,3576,Primary,43.63,1443.04,17.89,Dry Sclerophyll Forests (Shrubby sub-formation)
YBNP5,3576,Primary,184.17,1483.44,17.48,Dry Sclerophyll Forests (Shrubby sub-formation)
YBNP52,3576,Primary,140.15,1539.28,17.26,Dry Sclerophyll Forests (Shrubby sub-formation)
GJSVWSH2,3577,Primary,40.22,1345.65,18.39,Dry Sclerophyll Forests (Shrubby sub-formation)
AC14_023,3577,Primary,142.03,1189.66,18.28,Dry Sclerophyll Forests (Shrubby sub-formation)
AC14_040,3577,Primary,48.86,1188.14,18.53,Dry Sclerophyll Forests (Shrubby sub-formation)
FF_ALL049,3577,Primary,80.88,1408.61,18.12,Dry Sclerophyll Forests (Shrubby sub-formation)
FF_PP070,3577,Primary,107.66,1435.16,18.07,Dry Sclerophyll Forests (Shrubby sub-formation)
FF_SED001,3577,Primary,23.08,1412.63,18.76,Dry Sclerophyll Forests (Shrubby sub-formation)
FF_SED038,3577,Primary,80.7,1472.23,17.94,Dry Sclerophyll Forests (Shrubby sub-formation)
FF_SED075B,3577,Primary,85.18,1422.08,18.34,Dry Sclerophyll Forests (Shrubby sub-formation)
COFFS41,3577,Primary,22.33,1546.1,18.64,Dry Sclerophyll Forests (Shrubby sub-formation)
LNE07051,3577,Primary,12.32,1284.55,18.71,Dry Sclerophyll Forests (Shrubby sub-formation)
LNE07052,3577,Primary,41.64,1226.02,18.59,Dry Sclerophyll Forests (Shrubby sub-formation)
LNE07053,3577,Primary,53.06,1347.06,18.72,Dry Sclerophyll Forests (Shrubby sub-formation)
UNE08032,3577,Primary,51.95,1379.26,18.68,Dry Sclerophyll Forests (Shrubby sub-formation)
NUNEW068,3577,Secondary,30.95,1309.53,18.52,Dry Sclerophyll Forests (Shrubby sub-formation)
RRK19J7F,3577,Secondary,75.6,1350.46,18.17,Dry Sclerophyll Forests (Shrubby sub-formation)
SWAIN2_17,3577,Primary,56,1415.35,18.46,Dry Sclerophyll Forests (Shrubby sub-formation)
SWAIN2_22,3577,Primary,70.42,1416.7,18.42,Dry Sclerophyll Forests (Shrubby sub-formation)
SWAIN713_20,3577,Primary,87.21,1422.35,18.34,Dry Sclerophyll Forests (Shrubby sub-formation)
SWAIN713_25,3577,Primary,93.27,1424.55,18.31,Dry Sclerophyll Forests (Shrubby sub-formation)
SWAIN713_26,3577,Primary,65.29,1412.2,18.44,Dry Sclerophyll Forests (Shrubby sub-formation)
NCPP0224,3577,Primary,26.24,1273.89,18.7,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1049,3577,Primary,208.64,1487.66,17.49,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1068,3577,Primary,73.53,1349.74,17.82,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1069,3577,Primary,84.47,1366.23,17.71,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1076,3577,Primary,38.57,1381.21,18.59,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1082,3577,Primary,76.64,1336.65,17.9,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1333,3577,Secondary,27.52,1338.84,18.72,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC663,3577,Primary,19.27,1323.04,18.76,Dry Sclerophyll Forests (Shrubby sub-formation)
PHWS2W03,3577,Primary,7.79,1569.51,18.46,Dry Sclerophyll Forests (Shrubby sub-formation)
TUC28,3577,Primary,48.42,1300.15,18.51,Dry Sclerophyll Forests (Shrubby sub-formation)
RRK10A2S,3577,Primary,21.98,1400.45,18.59,Dry Sclerophyll Forests (Shrubby sub-formation)
RRK13C7F,3577,Primary,21.16,1399.3,18.59,Dry Sclerophyll Forests (Shrubby sub-formation)
RRK14A2L,3577,Primary,32.43,1404.82,18.52,Dry Sclerophyll Forests (Shrubby sub-formation)
YUR191,3577,Primary,2.9,1291.67,18.81,Dry Sclerophyll Forests (Shrubby sub-formation)
CLH02H8C,3578,Primary,391.2,1049.29,14.55,Dry Sclerophyll Forests (Shrubby sub-formation)
RKH07N5M,3578,Secondary,764.85,1004.92,13.25,Dry Sclerophyll Forests (Shrubby sub-formation)
AGBR01,3578,Primary,389.78,1017.84,15.59,Dry Sclerophyll Forests (Shrubby sub-formation)
AGLR01,3578,Primary,508.66,1211.75,14.13,Dry Sclerophyll Forests (Shrubby sub-formation)
AGWL01,3578,Primary,483.34,1246.67,14.21,Dry Sclerophyll Forests (Shrubby sub-formation)
PA001,3578,Primary,663.17,1256.84,13.09,Dry Sclerophyll Forests (Shrubby sub-formation)
PA002,3578,Primary,705.34,1281.2,12.99,Dry Sclerophyll Forests (Shrubby sub-formation)
PEN12H7U,3578,Primary,426.27,1148.76,14.3,Dry Sclerophyll Forests (Shrubby sub-formation)
KTM29N1C,3578,Primary,842.59,1301.61,12.35,Dry Sclerophyll Forests (Shrubby sub-formation)
KTM32,3578,Primary,578.75,1180.89,14.02,Dry Sclerophyll Forests (Shrubby sub-formation)
KTM33,3578,Primary,537.72,1221.59,13.74,Dry Sclerophyll Forests (Shrubby sub-formation)
KTM36,3578,Primary,680.54,1242.9,13.18,Dry Sclerophyll Forests (Shrubby sub-formation)
KTM37,3578,Primary,670.43,1267.48,13.01,Dry Sclerophyll Forests (Shrubby sub-formation)
KTM44,3578,Primary,602.85,1194.39,13.74,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR11,3578,Primary,455.51,1152.14,14.48,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR13,3578,Primary,463.27,1163.6,14.4,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR14,3578,Primary,408.42,1172.68,14.36,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR15,3578,Primary,468.15,1183.98,14.3,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR16,3578,Primary,436.25,1174.09,14.52,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR17,3578,Primary,444.94,1163.15,14.59,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR18,3578,Primary,389.99,1114.7,15,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR27,3578,Primary,236.16,991.6,15.76,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR36,3578,Primary,182.48,978.14,15.8,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR38,3578,Primary,207.34,984.7,15.79,Dry Sclerophyll Forests (Shrubby sub-formation)
BILP1F2,3578,Primary,491.19,1228.6,14.4,Dry Sclerophyll Forests (Shrubby sub-formation)
BILP1F3,3578,Primary,481.03,1177.57,14.97,Dry Sclerophyll Forests (Shrubby sub-formation)
1003_20,3578,Primary,629.69,1194.54,13.39,Dry Sclerophyll Forests (Shrubby sub-formation)
KAT001HQ,3578,Primary,568.05,1207.5,13.66,Dry Sclerophyll Forests (Shrubby sub-formation)
KUR007HQ,3578,Primary,410.84,1102.7,15.13,Dry Sclerophyll Forests (Shrubby sub-formation)
KUR011HQ,3578,Primary,586.3,1205.04,14.03,Dry Sclerophyll Forests (Shrubby sub-formation)
MWI014HQ,3578,Primary,961.55,1217.54,11.51,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR005HQ,3578,Primary,391.45,1119.14,14.86,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR006HQ,3578,Primary,425.49,1183.52,14.51,Dry Sclerophyll Forests (Shrubby sub-formation)
SPR009HQ,3578,Primary,507.4,1216.05,14.04,Dry Sclerophyll Forests (Shrubby sub-formation)
JMS60N4C,3578,Primary,869.14,1372.83,12,Dry Sclerophyll Forests (Shrubby sub-formation)
KTM51N5M,3578,Primary,800.45,1168.89,13.03,Dry Sclerophyll Forests (Shrubby sub-formation)
KTM61N6M,3578,Primary,857.25,1295.08,12.14,Dry Sclerophyll Forests (Shrubby sub-formation)
WM01,3578,Primary,246.19,983.11,15.83,Dry Sclerophyll Forests (Shrubby sub-formation)
WM02,3578,Primary,216.34,1021.03,15.59,Dry Sclerophyll Forests (Shrubby sub-formation)
JMS67N5L,3578,Primary,648.81,1141.76,13.3,Dry Sclerophyll Forests (Shrubby sub-formation)
JMS68N3L,3578,Primary,648.08,1209.92,12.85,Dry Sclerophyll Forests (Shrubby sub-formation)
WWF16,3578,Primary,817.04,1271.2,12.5,Dry Sclerophyll Forests (Shrubby sub-formation)
PEN46HAU,3578,Primary,179.52,957.66,15.72,Dry Sclerophyll Forests (Shrubby sub-formation)
CLH51H3C,3578,Primary,639.16,1107.15,13.84,Dry Sclerophyll Forests (Shrubby sub-formation)
KUR29H7U,3578,Primary,427.23,1134.72,14.76,Dry Sclerophyll Forests (Shrubby sub-formation)
KUR31H5U,3578,Primary,423.07,1103.13,14.94,Dry Sclerophyll Forests (Shrubby sub-formation)
MMR46N7M,3578,Primary,619.24,941.84,13.27,Dry Sclerophyll Forests (Shrubby sub-formation)
RKH36N6M,3578,Primary,768.5,1030.36,12.25,Dry Sclerophyll Forests (Shrubby sub-formation)
RKH39N3C,3578,Primary,694.68,1006.36,13.66,Dry Sclerophyll Forests (Shrubby sub-formation)
RKH46N7C,3578,Primary,659.43,997.55,13.73,Dry Sclerophyll Forests (Shrubby sub-formation)
WLN31Q6D,3578,Primary,854.69,1103.09,12.16,Dry Sclerophyll Forests (Shrubby sub-formation)
WLN38N6R,3578,Primary,739.73,1082.42,13.29,Dry Sclerophyll Forests (Shrubby sub-formation)
WLN43N5M,3578,Primary,752.34,1119.94,12.88,Dry Sclerophyll Forests (Shrubby sub-formation)
WLN44N7L,3578,Primary,711.89,1102.5,13.02,Dry Sclerophyll Forests (Shrubby sub-formation)
MLG37N3U,3578,Primary,610.66,1188.62,14,Dry Sclerophyll Forests (Shrubby sub-formation)
MLG39N5M,3578,Primary,559.16,1250.5,13.54,Dry Sclerophyll Forests (Shrubby sub-formation)
MLG40H5U,3578,Primary,476.04,1204.64,14.35,Dry Sclerophyll Forests (Shrubby sub-formation)
MLG42H6C,3578,Primary,552.8,1167.51,14.05,Dry Sclerophyll Forests (Shrubby sub-formation)
MLG48H4C,3578,Primary,667.63,1233.19,13.62,Dry Sclerophyll Forests (Shrubby sub-formation)
MLG50H0C,3578,Primary,694.22,1265.75,13.16,Dry Sclerophyll Forests (Shrubby sub-formation)
MLG64H6M,3578,Primary,552.98,1237.85,13.8,Dry Sclerophyll Forests (Shrubby sub-formation)
SXB36H6C,3578,Primary,544,939.9,14.64,Dry Sclerophyll Forests (Shrubby sub-formation)
RKH16N7V,3579,Primary,952.03,1001.3,11.56,Dry Sclerophyll Forests (Shrubby sub-formation)
KTM72N7V,3579,Primary,771.33,1314.29,12.49,Dry Sclerophyll Forests (Shrubby sub-formation)
WRG13H7R,3579,Primary,196.26,919.38,15.64,Dry Sclerophyll Forests (Shrubby sub-formation)
1004_20,3579,Primary,578.28,1178.43,13.62,Dry Sclerophyll Forests (Shrubby sub-formation)
1023_20,3579,Secondary,935.13,1027.74,11.72,Dry Sclerophyll Forests (Shrubby sub-formation)
1024_20,3579,Primary,914.04,1087.24,11.8,Dry Sclerophyll Forests (Shrubby sub-formation)
HLL46A6F,3579,Primary,529.89,852.57,13.54,Dry Sclerophyll Forests (Shrubby sub-formation)
ROB037HQ,3579,Primary,621.97,1176.2,13.26,Dry Sclerophyll Forests (Shrubby sub-formation)
AVN53,3579,Primary,580.29,1050.08,13.49,Dry Sclerophyll Forests (Shrubby sub-formation)
AVN54,3579,Primary,577.31,1057.99,13.51,Dry Sclerophyll Forests (Shrubby sub-formation)
AVN55,3579,Primary,581.29,1070.35,13.48,Dry Sclerophyll Forests (Shrubby sub-formation)
AVN66,3579,Primary,580.45,1029.55,13.52,Dry Sclerophyll Forests (Shrubby sub-formation)
AVN76,3579,Primary,577.33,975.73,13.45,Dry Sclerophyll Forests (Shrubby sub-formation)
AVN77,3579,Primary,578.93,1051.93,13.48,Dry Sclerophyll Forests (Shrubby sub-formation)
RBR43,3579,Primary,584.54,1464.16,13.48,Dry Sclerophyll Forests (Shrubby sub-formation)
RBR51,3579,Primary,624.59,1227.9,13.25,Dry Sclerophyll Forests (Shrubby sub-formation)
RBR52,3579,Primary,617.1,1172.36,13.24,Dry Sclerophyll Forests (Shrubby sub-formation)
RBG006,3579,Primary,567.57,974.56,13.55,Dry Sclerophyll Forests (Shrubby sub-formation)
RBG008,3579,Primary,371.41,984.68,14.52,Dry Sclerophyll Forests (Shrubby sub-formation)
RBG011,3579,Primary,626.23,1326.69,13.23,Dry Sclerophyll Forests (Shrubby sub-formation)
UNS013,3579,Secondary,593.24,1431.72,13.41,Dry Sclerophyll Forests (Shrubby sub-formation)
JMSB5N6F,3579,Primary,666.33,1207.3,12.98,Dry Sclerophyll Forests (Shrubby sub-formation)
MTT42H4L,3579,Secondary,598.88,888.81,13.41,Dry Sclerophyll Forests (Shrubby sub-formation)
WSC_TJ49,3579,Primary,509.13,898.39,13.82,Dry Sclerophyll Forests (Shrubby sub-formation)
WOLL010,3579,Primary,490.9,913.23,13.79,Dry Sclerophyll Forests (Shrubby sub-formation)
WOLL064,3579,Secondary,580.31,1045.31,13.49,Dry Sclerophyll Forests (Shrubby sub-formation)
GSP24N5V,3579,Primary,694.61,827.95,13.29,Dry Sclerophyll Forests (Shrubby sub-formation)
GSP25N5V,3579,Primary,684.1,815.48,13.39,Dry Sclerophyll Forests (Shrubby sub-formation)
MLG45H6C,3579,Primary,640.88,1250.58,13.41,Dry Sclerophyll Forests (Shrubby sub-formation)
KRR06A7F,3580,Primary,315.37,1156.31,14.99,Dry Sclerophyll Forests (Shrubby sub-formation)
BRS79P2C,3581,Primary,188,1042.33,16.94,Dry Sclerophyll Forests (Shrubby sub-formation)
AC_GRAH14,3581,Primary,23.93,1073.94,17.2,Dry Sclerophyll Forests (Shrubby sub-formation)
AC_GRAH44,3581,Primary,20.57,1080.05,17.21,Dry Sclerophyll Forests (Shrubby sub-formation)
AC_GRAH50,3581,Secondary,14.87,1089.49,17.23,Dry Sclerophyll Forests (Shrubby sub-formation)
AC_TOMA24,3581,Primary,12.79,1052.35,17.46,Dry Sclerophyll Forests (Shrubby sub-formation)
AC_TOMA42,3581,Primary,10.02,1051.37,17.47,Dry Sclerophyll Forests (Shrubby sub-formation)
AC_TOMA43,3581,Primary,13.1,1051.01,17.46,Dry Sclerophyll Forests (Shrubby sub-formation)
AC_WIND01,3581,Primary,38.23,1148.23,17.37,Dry Sclerophyll Forests (Shrubby sub-formation)
AC_WIND03,3581,Primary,28.44,1149.88,17.37,Dry Sclerophyll Forests (Shrubby sub-formation)
AC_WIND09,3581,Primary,34.87,1145.03,17.42,Dry Sclerophyll Forests (Shrubby sub-formation)
AC_WIND10,3581,Primary,33.69,1149.74,17.37,Dry Sclerophyll Forests (Shrubby sub-formation)
ALUMSLO1,3581,Primary,76.77,1386.28,16.24,Dry Sclerophyll Forests (Shrubby sub-formation)
WLS12P1U,3581,Primary,91.49,1182.58,17.14,Dry Sclerophyll Forests (Shrubby sub-formation)
SWNE6N1U,3581,Primary,77.11,1097.2,17.29,Dry Sclerophyll Forests (Shrubby sub-formation)
MRS86N1C,3581,Primary,25.01,1073.85,17.46,Dry Sclerophyll Forests (Shrubby sub-formation)
CCCEN43,3581,Primary,82.91,1208.08,17.17,Dry Sclerophyll Forests (Shrubby sub-formation)
CCCEN44,3581,Primary,78.91,1205.62,17.2,Dry Sclerophyll Forests (Shrubby sub-formation)
PTR52C8U,3581,Primary,283.32,1165.1,16.06,Dry Sclerophyll Forests (Shrubby sub-formation)
PTR54C2U,3581,Primary,281.79,1183.12,15.97,Dry Sclerophyll Forests (Shrubby sub-formation)
PTR55C8U,3581,Primary,279.63,1122.33,16.3,Dry Sclerophyll Forests (Shrubby sub-formation)
GSF10H1C,3581,Primary,61.99,1296.88,16.79,Dry Sclerophyll Forests (Shrubby sub-formation)
MRS09N8L,3581,Primary,43,1067.61,16.87,Dry Sclerophyll Forests (Shrubby sub-formation)
WLS46P3U,3581,Primary,81.01,1051.48,17.21,Dry Sclerophyll Forests (Shrubby sub-formation)
BLH01P5L,3581,Primary,77.5,1297.21,16.78,Dry Sclerophyll Forests (Shrubby sub-formation)
BLH02P5L,3581,Primary,46.41,1285.78,16.84,Dry Sclerophyll Forests (Shrubby sub-formation)
PST31C3C,3581,Primary,52.96,1261.17,16.75,Dry Sclerophyll Forests (Shrubby sub-formation)
BRS48P2U,3581,Primary,64,997.86,17.35,Dry Sclerophyll Forests (Shrubby sub-formation)
BRS50P3L,3581,Primary,70.42,982.36,17.41,Dry Sclerophyll Forests (Shrubby sub-formation)
CDDONA03,3581,Secondary,58.52,985.07,17.4,Dry Sclerophyll Forests (Shrubby sub-formation)
ELAJWS06,3581,Primary,15.75,1146.71,17.42,Dry Sclerophyll Forests (Shrubby sub-formation)
ELAJWS07,3581,Primary,18.54,1144.5,17.44,Dry Sclerophyll Forests (Shrubby sub-formation)
ELAJWS14,3581,Primary,25.88,1146.71,17.4,Dry Sclerophyll Forests (Shrubby sub-formation)
SWN97N2V,3581,Primary,36.77,1110.23,17.37,Dry Sclerophyll Forests (Shrubby sub-formation)
SWNB3N3U,3581,Primary,50.69,1094.46,17.36,Dry Sclerophyll Forests (Shrubby sub-formation)
SWNC5N3C,3581,Primary,36.72,1106.34,17.52,Dry Sclerophyll Forests (Shrubby sub-formation)
GSFF9N4L,3581,Primary,17,1286.93,16.95,Dry Sclerophyll Forests (Shrubby sub-formation)
GSFH5N8M,3581,Primary,21.39,1290.58,17.01,Dry Sclerophyll Forests (Shrubby sub-formation)
LBCKBB06,3581,Primary,19.13,1167.45,16.89,Dry Sclerophyll Forests (Shrubby sub-formation)
PACPAL18,3581,Primary,71.9,1372.15,16.69,Dry Sclerophyll Forests (Shrubby sub-formation)
GLENDL1,3581,Primary,41.19,1057.32,17.58,Dry Sclerophyll Forests (Shrubby sub-formation)
GLENDL3,3581,Primary,41.35,1058.35,17.57,Dry Sclerophyll Forests (Shrubby sub-formation)
WLS18P5U,3581,Primary,87.59,1173.73,17.09,Dry Sclerophyll Forests (Shrubby sub-formation)
WLS21P7C,3581,Primary,90.95,1185.09,17.01,Dry Sclerophyll Forests (Shrubby sub-formation)
WLS28P5C,3581,Primary,109.06,1166.12,17.12,Dry Sclerophyll Forests (Shrubby sub-formation)
GSF99N5L,3581,Primary,30.35,1283.19,16.77,Dry Sclerophyll Forests (Shrubby sub-formation)
GSFB8N7C,3581,Primary,82.21,1286.47,16.69,Dry Sclerophyll Forests (Shrubby sub-formation)
GSFB9N6L,3581,Primary,44.44,1301.48,16.8,Dry Sclerophyll Forests (Shrubby sub-formation)
EFS007,3581,Primary,48.55,1036.21,17.44,Dry Sclerophyll Forests (Shrubby sub-formation)
EFS008,3581,Primary,57.5,1086.99,16.71,Dry Sclerophyll Forests (Shrubby sub-formation)
